File name:	uwb_dipole.rff
Date:	14/03/2014 4:16
Comments:
Frequency:	3.400 GHz
Channel:	Channel1
Switch:
Beam:
4th Axis:
Tertiary:	0.000
Z axis:	Amplitude [dB]


	Roll  [deg]
Azimuth  [deg]	-180.0000	-175.0000	-170.0000	-165.0000	-160.0000	-155.0000	-150.0000	-145.0000	-140.0000	-135.0000	-130.0000	-125.0000	-120.0000	-115.0000	-110.0000	-105.0000	-100.0000	-95.0000	-90.0000	-85.0000	-80.0000	-75.0000	-70.0000	-65.0000	-60.0000	-55.0000	-50.0000	-45.0000	-40.0000	-35.0000	-30.0000	-25.0000	-20.0000	-15.0000	-10.0000	-5.0000	0.0000	5.0000	10.0000	15.0000	20.0000	25.0000	30.0000	35.0000	40.0000	45.0000	50.0000	55.0000	60.0000	65.0000	70.0000	75.0000	80.0000	85.0000	90.0000	95.0000	100.0000	105.0000	110.0000	115.0000	120.0000	125.0000	130.0000	135.0000	140.0000	145.0000	150.0000	155.0000	160.0000	165.0000	170.0000	175.0000	180.0000	
0.0000	-59.4464	-59.8974	-62.4607	-63.9131	-60.6181	-59.6790	-60.2827	-60.1618	-60.7786	-62.3923	-60.6782	-60.5605	-59.9215	-61.4902	-61.3938	-60.6532	-60.1277	-61.1696	-61.4768	-61.8569	-59.5933	-61.0576	-61.5055	-60.3672	-60.5957	-60.7121	-60.5283	-59.8323	-60.9638	-60.7568	-60.4394	-59.3025	-59.2437	-60.5690	-61.7157	-61.9641	-61.8282	-62.0069	-62.1297	-61.0459	-59.2462	-59.0138	-59.9291	-60.1428	-60.2093	-60.7490	-60.2257	-60.4275	-60.4937	-60.6487	-60.4716	-60.7886	-60.0944	-62.0086	-60.1862	-60.0482	-62.1235	-59.9539	-60.3895	-62.4525	-60.8805	-62.4096	-61.9598	-61.0268	-61.8599	-61.6376	-61.2143	-59.3048	-60.2869	-64.6411	-64.5488	-61.0103	-59.4232	
5.0000	-59.8431	-59.4638	-61.0223	-63.8513	-61.7767	-59.8741	-60.7863	-60.6352	-59.9077	-61.2798	-62.6878	-62.2231	-60.9591	-61.2890	-60.5665	-64.7004	-60.6141	-61.1322	-61.9849	-62.1461	-62.1797	-61.7713	-60.6319	-62.7076	-61.1289	-61.0429	-61.5807	-60.3303	-61.1100	-60.8629	-60.9818	-60.3653	-59.4379	-60.1657	-61.5682	-62.2712	-62.1086	-61.9578	-62.1608	-61.4788	-59.8630	-58.7574	-59.2725	-59.8973	-59.6517	-60.1135	-59.8686	-60.2579	-59.5237	-60.2891	-59.7698	-59.9924	-60.3884	-59.2850	-60.8299	-59.9635	-60.1566	-59.3497	-60.6904	-59.9630	-60.0081	-60.9841	-61.8418	-60.9024	-61.8964	-61.0174	-61.9078	-60.3310	-59.4400	-62.0985	-65.4690	-62.1710	-59.8606	
10.0000	-59.4908	-59.9372	-62.0714	-63.4443	-60.5890	-60.0170	-62.1176	-61.2806	-60.0070	-61.1445	-62.7930	-63.6337	-62.7186	-62.1678	-60.6457	-64.7050	-63.7642	-61.7321	-62.1323	-63.7736	-63.0359	-62.7983	-62.2662	-62.6462	-62.7040	-62.1638	-61.8859	-60.9666	-61.8638	-60.8839	-61.1694	-60.3492	-59.8684	-60.9554	-62.2418	-62.5042	-62.1851	-62.0797	-61.9700	-60.8931	-59.1137	-58.6702	-59.4026	-59.6273	-59.3828	-59.7355	-59.5724	-59.9808	-59.2456	-60.0747	-59.1746	-59.6436	-59.8305	-59.5786	-59.7089	-59.6124	-60.3740	-59.4495	-59.3424	-60.6237	-59.5228	-60.1490	-60.7288	-60.4266	-61.5550	-60.6523	-61.3438	-59.7286	-59.8511	-63.6642	-64.1867	-60.9876	-59.4627	
15.0000	-59.9112	-59.7213	-61.2662	-63.6959	-61.4049	-59.5399	-61.1105	-63.4549	-61.7905	-61.0808	-61.0909	-63.1588	-63.9301	-65.5856	-62.5264	-63.0602	-62.8477	-65.9025	-64.7546	-62.2188	-64.5141	-65.8806	-62.5290	-64.7892	-63.4897	-63.3515	-64.2368	-61.7161	-62.6314	-61.9742	-61.3921	-60.9795	-60.2831	-60.7734	-62.0929	-62.7787	-62.5011	-62.1614	-62.0224	-61.2041	-59.6285	-58.5109	-59.0099	-59.7223	-59.1673	-59.3693	-59.0662	-59.9592	-59.2135	-59.6750	-59.5668	-59.0991	-59.6160	-59.1489	-59.6727	-59.6630	-59.5914	-58.8718	-60.0537	-59.8565	-59.1250	-59.6729	-60.6594	-59.3046	-60.7967	-60.5855	-60.7299	-60.2291	-59.1551	-61.3664	-64.6649	-61.9351	-59.8273	
20.0000	-59.8320	-60.4543	-62.8314	-63.6097	-60.2719	-59.5231	-62.3217	-64.1130	-63.6066	-62.8404	-61.8768	-62.8363	-63.9816	-67.6171	-64.7014	-65.2025	-63.3640	-65.3672	-67.7502	-64.6043	-64.2714	-67.5977	-64.4423	-64.9529	-65.0535	-64.5715	-65.2307	-62.7859	-63.9209	-62.3978	-61.9159	-61.0040	-60.6436	-61.7740	-62.8188	-63.0734	-62.6216	-62.2710	-61.8561	-60.6347	-58.9938	-58.4889	-59.3906	-59.7450	-59.2205	-59.3051	-58.9450	-59.8694	-58.9720	-59.9789	-59.2988	-59.4900	-59.5550	-59.0984	-59.6020	-59.3151	-59.9463	-59.5490	-58.4741	-60.8940	-59.5799	-59.2493	-61.0811	-59.5296	-60.5634	-60.5775	-60.8844	-59.3371	-59.4057	-62.7163	-64.0244	-60.9748	-59.8167	
25.0000	-60.4553	-60.4099	-62.2987	-65.0677	-61.8633	-59.6333	-60.8366	-63.2971	-63.8283	-65.9535	-64.6599	-64.4340	-62.9251	-64.8228	-67.0495	-68.2626	-65.6370	-65.7337	-66.8970	-66.8136	-66.4641	-66.3722	-66.0876	-67.7180	-65.3211	-65.4948	-66.6286	-64.5272	-64.9664	-64.3951	-63.1240	-62.2726	-61.2257	-61.6852	-62.8329	-63.5268	-63.1390	-62.6026	-62.2013	-61.3302	-59.7680	-58.5565	-59.0368	-60.0519	-59.5193	-59.5633	-59.0339	-59.8510	-59.2484	-59.5482	-59.8591	-59.4091	-60.0389	-59.7305	-59.2219	-60.3945	-59.2819	-59.2512	-60.8378	-58.8224	-60.1307	-59.8210	-60.2298	-60.5812	-60.5070	-60.4403	-61.4739	-60.5389	-58.8846	-60.8669	-64.1477	-62.3525	-60.4109	
30.0000	-60.5924	-61.4988	-64.4562	-65.3588	-61.3215	-60.3380	-62.5096	-63.3979	-63.6655	-66.1922	-66.8916	-67.0983	-64.6640	-66.5102	-65.7992	-68.9038	-68.4017	-65.5297	-70.2063	-67.9658	-66.1052	-68.9801	-66.3504	-69.1007	-66.9018	-66.3246	-67.5681	-64.8168	-66.6262	-64.7663	-64.2315	-62.5952	-61.7225	-62.6362	-63.6292	-63.8760	-63.2233	-62.7029	-62.1608	-61.0182	-59.3686	-58.8136	-59.6576	-60.1656	-59.7064	-59.6518	-59.4166	-60.4955	-59.2802	-60.0819	-59.9471	-59.7276	-60.3364	-60.5394	-59.6709	-60.2005	-60.3285	-59.9113	-59.8761	-60.3955	-60.2910	-59.6520	-60.6483	-60.8226	-60.9925	-60.7998	-62.5998	-60.2395	-59.5462	-62.2982	-63.8040	-61.6716	-60.6181	
35.0000	-61.1671	-61.4441	-63.6911	-67.4557	-63.8333	-61.4129	-62.9254	-64.6129	-63.7861	-64.7641	-64.7049	-69.1891	-66.8796	-67.1282	-69.3577	-66.6011	-68.4593	-69.6304	-65.7614	-69.7888	-69.6460	-67.5014	-66.6714	-69.0814	-69.2243	-67.2968	-68.5939	-66.0752	-66.5520	-66.6105	-65.5174	-64.7225	-62.7592	-62.7805	-63.8095	-64.4579	-63.9652	-63.1484	-62.7840	-61.9924	-60.4432	-59.2014	-59.5320	-60.5424	-60.1325	-60.1047	-59.4010	-60.4939	-60.5162	-60.1995	-60.4296	-60.6864	-59.9907	-60.8727	-60.7122	-61.1295	-60.1210	-60.0003	-61.7352	-60.2953	-60.7134	-60.6536	-60.5562	-60.7234	-61.3867	-60.8919	-62.2373	-62.5821	-59.9844	-61.4690	-63.8528	-62.6437	-61.1800	
40.0000	-61.6072	-62.8315	-66.3002	-68.0999	-63.5828	-63.2183	-66.0283	-66.7721	-66.1762	-65.6190	-65.1433	-68.7808	-66.7722	-66.1068	-70.4125	-68.8907	-69.1641	-69.3453	-66.5100	-68.8878	-68.4145	-70.8357	-67.6669	-68.3490	-71.0907	-67.5877	-70.6244	-66.6092	-68.2761	-66.3258	-66.6807	-65.0859	-63.5271	-63.9472	-64.6862	-64.9020	-64.1898	-63.5288	-63.0605	-62.0043	-60.2095	-59.6604	-60.4285	-60.9592	-60.6449	-60.4743	-59.8188	-61.1691	-60.7751	-61.2505	-60.9343	-61.3410	-60.9268	-61.5578	-61.0207	-61.8542	-61.5440	-60.8812	-61.2682	-61.6253	-61.8402	-60.8138	-61.6707	-61.2232	-61.5973	-61.3472	-63.8226	-62.0444	-61.1077	-63.3518	-63.9122	-62.2649	-61.6587	
