2.00000000000000000E9	2.63987087000000020E0
2.25000000000000000E9	2.85166472500000000E0
2.50000000000000000E9	3.11872106999999990E0
3.00000000000000000E9	3.78520255900000000E0
4.00000000000000000E9	3.71117106800000010E0
4.66666666700000030E9	3.19215985700000000E0
5.33333333299999970E9	3.41416450100000010E0
6.00000000000000000E9	3.32803961300000010E0
6.50000000000000000E9	1.73891771100000000E0
7.00000000000000000E9	-8.08566833300000100E-1
7.50000000000000000E9	-3.63361368700000040E-1
8.00000000000000000E9	-7.19916045399999940E-1


