2.00000000000000000E9	-1.30590723344711360E0
2.00781250000000000E9	-1.32121417991267490E0
2.01562500000000000E9	-1.33700034061164310E0
2.02343750000000000E9	-1.35315736901574610E0
2.03125000000000000E9	-1.36979804781170910E0
2.03906250000000000E9	-1.38683406773507260E0
2.04687500000000000E9	-1.40443967196953730E0
2.05468750000000000E9	-1.42241462648420060E0
2.06250000000000000E9	-1.44089077888278760E0
2.07031250000000000E9	-1.45984940212285670E0
2.07812500000000000E9	-1.47921433069974320E0
2.08593750000000000E9	-1.49919178740601260E0
2.09375000000000000E9	-1.51958746438724820E0
2.10156250000000000E9	-1.54051896822813110E0
2.10937500000000000E9	-1.56189708020378280E0
2.11718750000000000E9	-1.58384250678881490E0
2.12500000000000000E9	-1.60627063602407390E0
2.13281250000000000E9	-1.62920228329657560E0
2.14062500000000000E9	-1.65266014229068640E0
2.14843750000000000E9	-1.67666979382974350E0
2.15625000000000000E9	-1.70115267896814700E0
2.16406250000000000E9	-1.72624400598684000E0
2.17187500000000000E9	-1.75187010067387130E0
2.17968750000000000E9	-1.77806889966743080E0
2.18750000000000000E9	-1.80486230745073510E0
2.19531250000000000E9	-1.83219300565870880E0
2.20312500000000000E9	-1.86010795947863210E0
2.21093750000000000E9	-1.88863721723828810E0
2.21875000000000000E9	-1.91783134084103750E0
2.22656250000000000E9	-1.94750873619591000E0
2.23437500000000000E9	-1.97782957711975270E0
2.24218750000000000E9	-2.00877710302078420E0
2.25000000000000000E9	-2.04035880813652690E0
2.25781250000000000E9	-2.07253306840308940E0
2.26562500000000000E9	-2.10536885743537820E0
2.27343750000000000E9	-2.13890277850533430E0
2.28125000000000000E9	-2.17299913476850200E0
2.28906250000000000E9	-2.20784174264771860E0
2.29687500000000000E9	-2.24341091801670920E0
2.30468750000000000E9	-2.27949920167647240E0
2.31250000000000000E9	-2.31639814122190520E0
2.32031250000000000E9	-2.35404060720183140E0
2.32812500000000000E9	-2.39227224987172170E0
2.33593750000000000E9	-2.43129105735236670E0
2.34375000000000000E9	-2.47104883544918550E0
2.35156250000000000E9	-2.51143915464606330E0
2.35937500000000000E9	-2.55266656750787210E0
2.36718750000000000E9	-2.59460272890169200E0
2.37500000000000000E9	-2.63734444419306690E0
2.38281250000000000E9	-2.68074659174422170E0
2.39062500000000000E9	-2.72499785169931030E0
2.39843750000000000E9	-2.77002114235904000E0
2.40625000000000000E9	-2.81579251901200540E0
2.41406250000000000E9	-2.86240441887941840E0
2.42187500000000000E9	-2.90982298595689940E0
2.42968750000000000E9	-2.95801544844997810E0
2.43750000000000000E9	-3.00701822503536100E0
2.44531250000000000E9	-3.05683555999222590E0
2.45312500000000000E9	-3.10751464483816030E0
2.46093750000000000E9	-3.15904530508314750E0
2.46875000000000000E9	-3.21131784098055610E0
2.47656250000000000E9	-3.26449584186351590E0
2.48437500000000000E9	-3.31856988477655610E0
2.49218750000000000E9	-3.37343839115381080E0
2.50000000000000000E9	-3.42918850704360790E0
2.50781250000000000E9	-3.48572077426974090E0
2.51562500000000000E9	-3.54321587195631430E0
2.52343750000000000E9	-3.60159577389990030E0
2.53125000000000000E9	-3.66084614262619470E0
2.53906250000000000E9	-3.72089320753487930E0
2.54687500000000000E9	-3.78171839938671490E0
2.55468750000000000E9	-3.84362921364699250E0
2.56250000000000000E9	-3.90626965788572720E0
2.57031250000000000E9	-3.96992472601617410E0
