2.00000000000000000E9	-1.42526257722915360E0
2.00781250000000000E9	-1.44340896255117230E0
2.01562500000000000E9	-1.46209175069034770E0
2.02343750000000000E9	-1.48119068791060910E0
2.03125000000000000E9	-1.50081300624703130E0
2.03906250000000000E9	-1.52103714363393830E0
2.04687500000000000E9	-1.54162038593850000E0
2.05468750000000000E9	-1.56280254929334680E0
2.06250000000000000E9	-1.58444465444616900E0
2.07031250000000000E9	-1.60666231680665380E0
2.07812500000000000E9	-1.62942874762723530E0
2.08593750000000000E9	-1.65276251489798540E0
2.09375000000000000E9	-1.67655873912457950E0
2.10156250000000000E9	-1.70104172108114130E0
2.10937500000000000E9	-1.72598505122161350E0
2.11718750000000000E9	-1.75162808623363180E0
2.12500000000000000E9	-1.77787146757760310E0
2.13281250000000000E9	-1.80462477581408740E0
2.14062500000000000E9	-1.83211757567718260E0
2.14843750000000000E9	-1.86015781815761260E0
2.15625000000000000E9	-1.88876798379610510E0
2.16406250000000000E9	-1.91819087447982910E0
2.17187500000000000E9	-1.94813181757249710E0
2.17968750000000000E9	-1.97873143365323050E0
2.18750000000000000E9	-2.01002500672478310E0
2.19531250000000000E9	-2.04205263611172550E0
2.20312500000000000E9	-2.07474537526317480E0
2.21093750000000000E9	-2.10815416127949100E0
2.21875000000000000E9	-2.14222037481026550E0
2.22656250000000000E9	-2.17708738881832660E0
2.23437500000000000E9	-2.21258898992260630E0
2.24218750000000000E9	-2.24891689284615830E0
2.25000000000000000E9	-2.28589478581300650E0
2.25781250000000000E9	-2.32370055515622020E0
2.26562500000000000E9	-2.36218714062619780E0
2.27343750000000000E9	-2.40154262055219370E0
2.28125000000000000E9	-2.44159602694879310E0
2.28906250000000000E9	-2.48253929070591100E0
2.29687500000000000E9	-2.52424091193901750E0
2.30468750000000000E9	-2.56664399621122420E0
2.31250000000000000E9	-2.60999430016091380E0
2.32031250000000000E9	-2.65413345820324990E0
2.32812500000000000E9	-2.69911841527818370E0
2.33593750000000000E9	-2.74499617186228750E0
2.34375000000000000E9	-2.79156388430219900E0
2.35156250000000000E9	-2.83909642490702870E0
2.35937500000000000E9	-2.88755393617741560E0
2.36718750000000000E9	-2.93684923626403590E0
2.37500000000000000E9	-2.98699169294365420E0
2.38281250000000000E9	-3.03796280724082600E0
2.39062500000000000E9	-3.08994325417017150E0
2.39843750000000000E9	-3.14276359855673080E0
2.40625000000000000E9	-3.19653678771335680E0
2.41406250000000000E9	-3.25127728152632620E0
2.42187500000000000E9	-3.30689320031595240E0
2.42968750000000000E9	-3.36336285538220590E0
2.43750000000000000E9	-3.42082859768338960E0
2.44531250000000000E9	-3.47930019037052190E0
2.45312500000000000E9	-3.53856835971799330E0
2.46093750000000000E9	-3.59890945699678430E0
2.46875000000000000E9	-3.66013361820552860E0
2.47656250000000000E9	-3.72242460579807810E0
2.48437500000000000E9	-3.78569060070869280E0
2.49218750000000000E9	-3.84974832466722460E0
